基金代码,基金简称,基金类型
026785,鹏华中证A50ETF发起式联接A,指数型-股票
026786,鹏华中证A50ETF发起式联接C,指数型-股票
026787,鹏华上证科创板人工智能ETF发起式联接A,指数型-股票
026788,鹏华上证科创板人工智能ETF发起式联接C,指数型-股票
026789,中欧上证科创板人工智能指数A,指数型-股票
026790,中欧上证科创板人工智能指数C,指数型-股票
026791,博道星航混合,混合型-偏股
026792,泰信添瑞债券C,债券型-混合二级
026795,鹏华恒生ETF联接A,指数型-股票
026796,鹏华恒生ETF联接C,指数型-股票
026803,宏利消费主题精选混合A,混合型-偏股
026804,宏利消费主题精选混合C,混合型-偏股
026807,易方达研究智选股票A,股票型
026808,易方达研究智选股票C,股票型
026811,天弘智航量化选股混合,混合型-偏股
026814,兴全创业板综指增强发起式A,指数型-股票
026815,兴全创业板综指增强发起式C,指数型-股票
026816,富国创业板新能源ETF发起式联接A,指数型-股票
026817,富国创业板新能源ETF发起式联接C,指数型-股票
026818,安信远见共赢混合A,混合型-偏股
026819,安信远见共赢混合C,混合型-偏股
026820,南方医疗精选混合发起A,混合型-偏股
026821,南方医疗精选混合发起C,混合型-偏股
026822,长盛电子信息主题混合C,混合型-灵活
026823,兴银上证综合指数增强A,指数型-股票
026824,兴银上证综合指数增强C,指数型-股票
026825,中银健康生活混合C,混合型-偏股
026831,东吴优利债券A,债券型-混合二级
026832,东吴优利债券C,债券型-混合二级
026833,国寿安保尊利增强回报债券E,债券型-混合二级
026834,诺安精选回报混合C,混合型-灵活
026835,太平中证港股通互联网指数A,指数型-股票
026836,太平中证港股通互联网指数C,指数型-股票
026837,财通资管周期研选混合发起式A,混合型-偏股
026838,财通资管周期研选混合发起式C,混合型-偏股
026839,万家医疗创新混合发起式A,混合型-偏股
026840,万家医疗创新混合发起式C,混合型-偏股
026841,华安创新动能混合A,混合型-偏股
026842,华安创新动能混合C,混合型-偏股
026843,国泰上证科创板200ETF发起联接A,指数型-股票
026844,国泰上证科创板200ETF发起联接C,指数型-股票
026845,汇添富添添乐双盈债券E,债券型-混合二级
026846,华富安华债券D,债券型-混合二级
026847,易方达中证港股通综合量化增强A,指数型-股票
026848,易方达中证港股通综合量化增强C,指数型-股票
026850,泓德价值智选混合A,混合型-偏股
026851,泓德价值智选混合C,混合型-偏股
026852,交银远见精选混合A,混合型-偏股
026853,交银远见精选混合C,混合型-偏股
026854,平安匠心品质混合A,混合型-偏股
026855,平安匠心品质混合C,混合型-偏股
026856,富安达策略精选混合C,混合型-灵活
026857,富安达医药创新混合C,混合型-偏股
026858,景顺长城信优成长混合C,混合型-偏股
026859,华安智优量化选股股票A,股票型
026860,华夏中证A500增强策略ETF联接A,指数型-股票
026861,华夏中证A500增强策略ETF联接C,指数型-股票
026862,易方达恒生生物科技ETF联接发起式A,指数型-股票
026863,易方达恒生生物科技ETF联接发起式C,指数型-股票
026864,苏新韵启混合A,混合型-偏股
026865,苏新韵启混合C,混合型-偏股
026866,华安智优量化选股股票C,股票型
026867,广发汇智量化选股混合A,混合型-偏股
026868,广发汇智量化选股混合C,混合型-偏股
026870,鹏华卓越成长混合A,混合型-偏股
026871,鹏华卓越成长混合C,混合型-偏股
026872,汇添富消费新机遇混合发起式A,混合型-偏股
026873,汇添富消费新机遇混合发起式C,混合型-偏股
026874,人保新锐智选混合A,混合型-偏股
026875,人保新锐智选混合C,混合型-偏股
026876,诺安双利债券发起C,债券型-混合二级
026877,汇添富创业板综合指数增强A,指数型-股票
026878,汇添富创业板综合指数增强C,指数型-股票
026879,汇添富上证科创板综合价格指数增强A,指数型-股票
026880,汇添富上证科创板综合价格指数增强B,指数型-股票
026881,汇添富上证科创板综合价格指数增强C,指数型-股票
026882,新华中证科创创业50指数A,指数型-股票
026883,新华中证科创创业50指数C,指数型-股票
026884,招商港股通科技ETF联接A,指数型-股票
026885,招商港股通科技ETF联接C,指数型-股票
026886,财通资管消费研选混合发起式A,混合型-偏股
026887,财通资管消费研选混合发起式C,混合型-偏股
026888,创金合信上证科创板综合指数增强A,指数型-股票
026889,创金合信上证科创板综合指数增强C,指数型-股票
026890,兴合产业优选混合发起式A,混合型-偏股
026891,兴合产业优选混合发起式C,混合型-偏股
026892,兴合安元债券A,债券型-混合二级
026893,兴合安元债券C,债券型-混合二级
026896,华夏智胜双擎股票,股票型
026897,华夏港股通消费精选混合A,混合型-偏股
026898,华夏港股通消费精选混合C,混合型-偏股
026899,华夏博享6个月持有混合A,混合型-偏债
026900,华夏博享6个月持有混合C,混合型-偏债
026901,华安沣泽6个月持有混合A,混合型-偏债
026902,华安沣泽6个月持有混合C,混合型-偏债
026903,融通消费臻选混合发起式A,混合型-偏股
026904,融通消费臻选混合发起式C,混合型-偏股
026905,金鹰恒荣混合A,混合型-偏债
026906,金鹰恒荣混合B,混合型-偏债
026907,金鹰恒荣混合C,混合型-偏债
026916,创金合信稳健招利6个月持有期混合A,混合型-偏债
026917,创金合信稳健招利6个月持有期混合C,混合型-偏债
026918,大成启元价值混合A,混合型-偏股
026919,大成启元价值混合C,混合型-偏股
026922,华宝中证港股通医疗主题ETF发起式联接,指数型-股票
026923,富国港股通成长精选混合A,混合型-偏股
026924,富国港股通成长精选混合C,混合型-偏股
026925,南方平衡回报混合A,混合型-偏债
026926,南方平衡回报混合C,混合型-偏债
026931,广发中证全指食品ETF联接A,指数型-股票
026932,广发中证全指食品ETF联接C,指数型-股票
026933,鑫元周期睿选混合发起式A,混合型-偏股
026934,鑫元周期睿选混合发起式C,混合型-偏股
026935,大成国证价值100指数A,指数型-股票
026936,大成国证价值100指数C,指数型-股票
026937,华泰紫金港股通价值研选混合发起A,混合型-偏股
026938,华泰紫金港股通价值研选混合发起C,混合型-偏股
026939,南方智汇量化选股混合A,混合型-偏股
026940,南方智汇量化选股混合C,混合型-偏股
026941,中加量化选股混合A,混合型-偏股
026942,中加量化选股混合C,混合型-偏股
026943,兴全悦加混合A,混合型-偏债
026944,兴全悦加混合C,混合型-偏债
026947,东方红周期研选混合发起A,混合型-偏股
026948,东方红周期研选混合发起C,混合型-偏股
026949,华宝中证全指电力公用事业ETF发起式联接,指数型-股票
026954,华夏中证全指食品ETF联接A,指数型-股票
026955,华夏中证全指食品ETF联接C,指数型-股票
026956,招商资管睿泽混合发起A,混合型-偏债
026957,招商资管睿泽混合发起C,混合型-偏债
026958,银河中证电池主题指数发起式A,指数型-股票
026959,银河中证电池主题指数发起式C,指数型-股票
026960,惠升添益混合A,混合型-偏债
026961,惠升添益混合C,混合型-偏债
026962,鑫元北证50成份指数发起式A,指数型-股票
026963,鑫元北证50成份指数发起式C,指数型-股票
026964,安信颐祥双利六个月持有混合A,混合型-偏债
026965,安信颐祥双利六个月持有混合C,混合型-偏债
026968,创金合信文利1个月持有期混合A,混合型-偏债
026969,创金合信文利1个月持有期混合C,混合型-偏债
026970,泓德裕康债券D,债券型-混合二级
026972,大成天宁混合A,混合型-偏债
026973,大成天宁混合C,混合型-偏债
026974,兴业中证电池主题指数A,指数型-股票
026975,兴业中证电池主题指数C,指数型-股票
026976,兴全优加混合A,混合型-偏债
026977,兴全优加混合C,混合型-偏债
026978,中海铭嘉债券A,债券型-混合二级
026979,中海铭嘉债券C,债券型-混合二级
026980,东方红卓远甄选6个月持有混合A,混合型-偏债
026981,东方红卓远甄选6个月持有混合C,混合型-偏债
026984,京管泰富京享混合A,混合型-偏债
